ensembl_gene_id	entrezgene_id	external_gene_name	chromosome_name	description	gene_biotype
ENSG00000140853	84166	NLRC5	16	NLR family CARD domain containing 5	protein_coding
ENSG00000140848	221184	CPNE2	16	copine 2	protein_coding
ENSG00000172775	80011	FAM192A	16	family with sequence similarity 192 member A	protein_coding
ENSG00000159579	89970	RSPRY1	16	ring finger and SPRY domain containing 1	protein_coding
ENSG00000102931	23568	ARL2BP	16	ADP ribosylation factor like GTPase 2 binding protein	protein_coding
ENSG00000102934	51090	PLLP	16	plasmolipin	protein_coding
ENSG00000005194	57019	CIAPIN1	16	cytokine induced apoptosis inhibitor 1	protein_coding
ENSG00000088682	57017	COQ9	16	coenzyme Q9	protein_coding
ENSG00000102978	5432	POLR2C	16	RNA polymerase II subunit C	protein_coding
ENSG00000125170	55715	DOK4	16	docking protein 4	protein_coding
ENSG00000135736	92922	CCDC102A	16	coiled-coil domain containing 102A	protein_coding
ENSG00000205336	9289	ADGRG1	16	adhesion G protein-coupled receptor G1	protein_coding
ENSG00000140854	10300	KATNB1	16	katanin regulatory subunit B1	protein_coding
ENSG00000140859	3801	KIFC3	16	kinesin family member C3	protein_coding
ENSG00000166188	57567	ZNF319	16	zinc finger protein 319	protein_coding
ENSG00000103005	79650	USB1	16	U6 snRNA biogenesis phosphodiesterase 1	protein_coding
ENSG00000102996	4324	MMP15	16	matrix metallopeptidase 15	protein_coding
ENSG00000070761	29105	CFAP20	16	cilia and flagella associated protein 20	protein_coding
ENSG00000070770	1459	CSNK2A2	16	casein kinase 2 alpha 2	protein_coding
ENSG00000103021	29070	CCDC113	16	coiled-coil domain containing 113	protein_coding
ENSG00000181938	64785	GINS3	16	GINS complex subunit 3	protein_coding
ENSG00000103034	65009	NDRG4	16	NDRG family member 4	protein_coding
ENSG00000103037	79918	SETD6	16	SET domain containing 6, protein lysine methyltransferase	protein_coding
ENSG00000125107	23019	CNOT1	16	CCR4-NOT transcription complex subunit 1	protein_coding
ENSG00000103042	55238	SLC38A7	16	solute carrier family 38 member 7	protein_coding
ENSG00000125166	2806	GOT2	16	glutamic-oxaloacetic transaminase 2	protein_coding
ENSG00000179776	1003	CDH5	16	cadherin 5	protein_coding
ENSG00000246898	NA	LINC00920	16	long intergenic non-protein coding RNA 920	lncRNA
ENSG00000166548	7084	TK2	16	thymidine kinase 2	protein_coding
ENSG00000217555	51192	CKLF	16	chemokine like factor	protein_coding
ENSG00000089505	113540	CMTM1	16	CKLF like MARVEL transmembrane domain containing 1	protein_coding
ENSG00000140931	123920	CMTM3	16	CKLF like MARVEL transmembrane domain containing 3	protein_coding
ENSG00000183723	146223	CMTM4	16	CKLF like MARVEL transmembrane domain containing 4	protein_coding
ENSG00000135720	1783	DYNC1LI2	16	dynein cytoplasmic 1 light intermediate chain 2	protein_coding
ENSG00000159593	8883	NAE1	16	NEDD8 activating enzyme E1 subunit 1	protein_coding
ENSG00000172840	57546	PDP2	16	pyruvate dehyrogenase phosphatase catalytic subunit 2	protein_coding
ENSG00000166592	6236	RRAD	16	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	protein_coding
ENSG00000166595	51647	CIAO2B	16	cytosolic iron-sulfur assembly component 2B	protein_coding
ENSG00000172831	8824	CES2	16	carboxylesterase 2	protein_coding
ENSG00000067955	865	CBFB	16	core-binding factor subunit beta	protein_coding
ENSG00000125149	80262	C16orf70	16	chromosome 16 open reading frame 70	protein_coding
ENSG00000237172	84752	B3GNT9	16	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	protein_coding
ENSG00000102871	8717	TRADD	16	TNFRSF1A associated via death domain	protein_coding
ENSG00000135722	55336	FBXL8	16	F-box and leucine rich repeat protein 8	protein_coding
ENSG00000140939	8996	NOL3	16	nucleolar protein 3	protein_coding
ENSG00000196123	653319	KIAA0895L	16	KIAA0895 like	protein_coding
ENSG00000205250	1874	E2F4	16	E2F transcription factor 4	protein_coding
ENSG00000102890	79767	ELMO3	16	engulfment and cell motility 3	protein_coding
ENSG00000125122	26231	LRRC29	16	leucine rich repeat containing 29	protein_coding
ENSG00000168701	29100	TMEM208	16	transmembrane protein 208	protein_coding
ENSG00000135723	29109	FHOD1	16	formin homology 2 domain containing 1	protein_coding
ENSG00000135740	6553	SLC9A5	16	solute carrier family 9 member A5	protein_coding
ENSG00000196155	25894	PLEKHG4	16	pleckstrin homology and RhoGEF domain containing G4	protein_coding
ENSG00000159708	55282	LRRC36	16	leucine rich repeat containing 36	protein_coding
ENSG00000159713	51673	TPPP3	16	tubulin polymerization promoting protein family member 3	protein_coding
ENSG00000159714	29800	ZDHHC1	16	zinc finger DHHC-type containing 1	protein_coding
ENSG00000159720	9114	ATP6V0D1	16	ATPase H+ transporting V0 subunit d1	protein_coding
ENSG00000039523	79567	RIPOR1	16	RHO family interacting cell polarization regulator 1	protein_coding
ENSG00000102974	10664	CTCF	16	CCCTC-binding factor	protein_coding
ENSG00000159753	146206	CARMIL2	16	capping protein regulator and myosin 1 linker 2	protein_coding
ENSG00000102977	65057	ACD	16	ACD shelterin complex subunit and telomerase recruitment factor	protein_coding
ENSG00000102981	50855	PARD6A	16	par-6 family cell polarity regulator alpha	protein_coding
ENSG00000124074	84080	ENKD1	16	enkurin domain containing 1	protein_coding
ENSG00000159761	388284	C16orf86	16	chromosome 16 open reading frame 86	protein_coding
ENSG00000141098	81577	GFOD2	16	glucose-fructose oxidoreductase domain containing 2	protein_coding
ENSG00000141084	57610	RANBP10	16	RAN binding protein 10	protein_coding
ENSG00000102901	80152	CENPT	16	centromere protein T	protein_coding
ENSG00000168286	57215	THAP11	16	THAP domain containing 11	protein_coding
ENSG00000102898	10204	NUTF2	16	nuclear transport factor 2	protein_coding
ENSG00000038358	23644	EDC4	16	enhancer of mRNA decapping 4	protein_coding
ENSG00000159792	5681	PSKH1	16	protein serine kinase H1	protein_coding
ENSG00000205220	5699	PSMB10	16	proteasome subunit beta 10	protein_coding
ENSG00000213398	3931	LCAT	16	lecithin-cholesterol acyltransferase	protein_coding
ENSG00000124067	6560	SLC12A4	16	solute carrier family 12 member 4	protein_coding
ENSG00000167261	64174	DPEP2	16	dipeptidase 2	protein_coding
ENSG00000167264	54920	DUS2	16	dihydrouridine synthase 2	protein_coding
ENSG00000182810	55794	DDX28	16	DEAD-box helicase 28	protein_coding
ENSG00000072736	4775	NFATC3	16	nuclear factor of activated T cells 3	protein_coding
ENSG00000103066	23659	PLA2G15	16	phospholipase A2 group XV	protein_coding
ENSG00000103064	9057	SLC7A6	16	solute carrier family 7 member 6	protein_coding
ENSG00000103061	84138	SLC7A6OS	16	solute carrier family 7 member 6 opposite strand	protein_coding
ENSG00000132600	54496	PRMT7	16	protein arginine methyltransferase 7	protein_coding
ENSG00000184939	146198	ZFP90	16	ZFP90 zinc finger protein	protein_coding
ENSG00000103047	79613	TANGO6	16	transport and golgi organization 6 homolog	protein_coding
ENSG00000103044	3038	HAS3	16	hyaluronan synthase 3	protein_coding
ENSG00000168802	54921	CHTF8	16	chromosome transmission fidelity factor 8	protein_coding
ENSG00000141076	84916	UTP4	16	UTP4 small subunit processome component	protein_coding
ENSG00000168807	6645	SNTB2	16	syntrophin beta 2	protein_coding
ENSG00000132612	27183	VPS4A	16	vacuolar protein sorting 4 homolog A	protein_coding
ENSG00000213380	84342	COG8	16	component of oligomeric golgi complex 8	protein_coding
ENSG00000258429	64146	PDF	16	peptide deformylase, mitochondrial	protein_coding
ENSG00000132603	51388	NIP7	16	nucleolar pre-rRNA processing protein NIP7	protein_coding
ENSG00000132604	7014	TERF2	16	telomeric repeat binding factor 2	protein_coding
ENSG00000103018	80777	CYB5B	16	cytochrome b5 type B	protein_coding
ENSG00000102908	10725	NFAT5	16	nuclear factor of activated T cells 5	protein_coding
ENSG00000181019	1728	NQO1	16	NAD(P)H quinone dehydrogenase 1	protein_coding
ENSG00000141101	28987	NOB1	16	NIN1 (RPN12) binding protein 1 homolog	protein_coding
ENSG00000198373	11060	WWP2	16	WW domain containing E3 ubiquitin protein ligase 2	protein_coding
ENSG00000090857	55066	PDPR	16	pyruvate dehydrogenase phosphatase regulatory subunit	protein_coding
ENSG00000223496	118460	EXOSC6	16	exosome component 6	protein_coding
ENSG00000090861	16	AARS	16	alanyl-tRNA synthetase	protein_coding
ENSG00000157349	11269	DDX19B	16	DEAD-box helicase 19B	protein_coding
ENSG00000168872	55308	DDX19A	16	DEAD-box helicase 19A	protein_coding
ENSG00000157350	6483	ST3GAL2	16	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	protein_coding
ENSG00000157353	197258	FCSK	16	fucose kinase	protein_coding
ENSG00000103051	25839	COG4	16	component of oligomeric golgi complex 4	protein_coding
ENSG00000189091	23450	SF3B3	16	splicing factor 3b subunit 3	protein_coding
ENSG00000132613	92154	MTSS2	16	MTSS I-BAR domain containing 2	protein_coding
ENSG00000103043	55697	VAC14	16	VAC14 component of PIKFYVE complex	protein_coding
ENSG00000214353	100130894	VAC14-AS1	16	VAC14 antisense RNA 1	lncRNA
ENSG00000180917	55783	CMTR2	16	cap methyltransferase 2	protein_coding
ENSG00000157429	7567	ZNF19	16	zinc finger protein 19	protein_coding
ENSG00000040199	23035	PHLPP2	16	PH domain and leucine rich repeat protein phosphatase 2	protein_coding
ENSG00000166747	164	AP1G1	16	adaptor related protein complex 1 subunit gamma 1	protein_coding
ENSG00000224470	342371	ATXN1L	16	ataxin 1 like	protein_coding
ENSG00000182149	9798	IST1	16	IST1 factor associated with ESCRT-III	protein_coding
ENSG00000102984	55565	ZNF821	16	zinc finger protein 821	protein_coding
ENSG00000102967	1723	DHODH	16	dihydroorotate dehydrogenase (quinone)	protein_coding
ENSG00000140830	54957	TXNL4B	16	thioredoxin like 4B	protein_coding
ENSG00000140829	9785	DHX38	16	DEAH-box helicase 38	protein_coding
ENSG00000140836	463	ZFHX3	16	zinc finger homeobox 3	protein_coding
ENSG00000103035	5713	PSMD7	16	proteasome 26S subunit, non-ATPase 7	protein_coding
ENSG00000196436	440348	NPIPB15	16	nuclear pore complex interacting protein family member B15	protein_coding
ENSG00000090863	2734	GLG1	16	golgi glycoprotein 1	protein_coding
ENSG00000168411	55159	RFWD3	16	ring finger and WD repeat domain 3	protein_coding
ENSG00000168404	197259	MLKL	16	mixed lineage kinase domain like pseudokinase	protein_coding
ENSG00000103091	79726	WDR59	16	WD repeat domain 59	protein_coding
ENSG00000186187	84937	ZNRF1	16	zinc and ring finger 1	protein_coding
ENSG00000166816	197257	LDHD	16	lactate dehydrogenase D	protein_coding
ENSG00000184517	162239	ZFP1	16	ZFP1 zinc finger protein	protein_coding
ENSG00000050820	9564	BCAR1	16	BCAR1 scaffold protein, Cas family member	protein_coding
ENSG00000153774	10428	CFDP1	16	craniofacial development protein 1	protein_coding
ENSG00000166822	124491	TMEM170A	16	transmembrane protein 170A	protein_coding
ENSG00000205084	79583	TMEM231	16	transmembrane protein 231	protein_coding
ENSG00000034713	11345	GABARAPL2	16	GABA type A receptor associated protein like 2	protein_coding
ENSG00000065457	23536	ADAT1	16	adenosine deaminase tRNA specific 1	protein_coding
ENSG00000065427	3735	KARS	16	lysyl-tRNA synthetase	protein_coding
ENSG00000166848	54386	TERF2IP	16	TERF2 interacting protein	protein_coding
ENSG00000103111	22879	MON1B	16	MON1 homolog B, secretory trafficking associated	protein_coding
ENSG00000205078	100130958	SYCE1L	16	synaptonemal complex central element protein 1 like	protein_coding
ENSG00000140873	170692	ADAMTS18	16	ADAM metallopeptidase with thrombospondin type 1 motif 18	protein_coding
ENSG00000140876	283927	NUDT7	16	nudix hydrolase 7	protein_coding
ENSG00000186153	51741	WWOX	16	WW domain containing oxidoreductase	protein_coding
ENSG00000178573	4094	MAF	16	MAF bZIP transcription factor	protein_coding
ENSG00000166446	124359	CDYL2	16	chromodomain Y like 2	protein_coding
ENSG00000103121	56942	CMC2	16	C-X9-C motif containing 2	protein_coding
ENSG00000166451	55839	CENPN	16	centromere protein N	protein_coding
ENSG00000166454	23300	ATMIN	16	ATM interactor	protein_coding
ENSG00000140905	2653	GCSH	16	glycine cleavage system protein H	protein_coding
ENSG00000261609	8139	GAN	16	gigaxonin	protein_coding
ENSG00000153815	80790	CMIP	16	c-Maf inducing protein	protein_coding
ENSG00000197943	5336	PLCG2	16	phospholipase C gamma 2	protein_coding
ENSG00000086696	3294	HSD17B2	16	hydroxysteroid 17-beta dehydrogenase 2	protein_coding
ENSG00000135698	10200	MPHOSPH6	16	M-phase phosphoprotein 6	protein_coding
ENSG00000140945	1012	CDH13	16	cadherin 13	protein_coding
ENSG00000230989	3281	HSBP1	16	heat shock factor binding protein 1	protein_coding
ENSG00000103150	23417	MLYCD	16	malonyl-CoA decarboxylase	protein_coding
ENSG00000140961	29948	OSGIN1	16	oxidative stress induced growth inhibitor 1	protein_coding
ENSG00000140943	8720	MBTPS1	16	membrane bound transcription factor peptidase, site 1	protein_coding
ENSG00000103160	83693	HSDL1	16	hydroxysteroid dehydrogenase like 1	protein_coding
ENSG00000103168	9013	TAF1C	16	TATA-box binding protein associated factor, RNA polymerase I subunit C	protein_coding
ENSG00000140950	57707	MEAK7	16	MTOR associated protein, eak-7 homolog	protein_coding
ENSG00000103187	23406	COTL1	16	coactosin like F-actin binding protein 1	protein_coding
ENSG00000135686	79786	KLHL36	16	kelch like family member 36	protein_coding
ENSG00000103194	9100	USP10	16	ubiquitin specific peptidase 10	protein_coding
ENSG00000153786	55625	ZDHHC7	16	zinc finger DHHC-type containing 7	protein_coding
ENSG00000135709	9764	KIAA0513	16	KIAA0513	protein_coding
ENSG00000131149	23199	GSE1	16	Gse1 coiled-coil protein	protein_coding
ENSG00000131153	51659	GINS2	16	GINS complex subunit 2	protein_coding
ENSG00000154102	404550	C16orf74	16	chromosome 16 open reading frame 74	protein_coding
ENSG00000131148	10328	EMC8	16	ER membrane protein complex subunit 8	protein_coding
ENSG00000131143	1327	COX4I1	16	cytochrome c oxidase subunit 4I1	protein_coding
ENSG00000103241	2294	FOXF1	16	forkhead box F1	protein_coding
ENSG00000103248	64779	MTHFSD	16	methenyltetrahydrofolate synthetase domain containing	protein_coding
ENSG00000260944	103752587	FOXC2-AS1	16	FOXC2 antisense RNA 1	lncRNA
ENSG00000176692	2303	FOXC2	16	forkhead box C2	protein_coding
ENSG00000176678	2300	FOXL1	16	forkhead box L1	protein_coding
ENSG00000103264	79791	FBXO31	16	F-box protein 31	protein_coding
ENSG00000140941	81631	MAP1LC3B	16	microtubule associated protein 1 light chain 3 beta	protein_coding
ENSG00000140948	23174	ZCCHC14	16	zinc finger CCHC-type containing 14	protein_coding
ENSG00000104731	54758	KLHDC4	16	kelch domain containing 4	protein_coding
ENSG00000103257	8140	SLC7A5	16	solute carrier family 7 member 5	protein_coding
ENSG00000172530	54971	BANP	16	BTG3 associated nuclear protein	protein_coding
ENSG00000225614	84627	ZNF469	16	zinc finger protein 469	protein_coding
ENSG00000179588	161882	ZFPM1	16	zinc finger protein, FOG family member 1	protein_coding
ENSG00000158545	124245	ZC3H18	16	zinc finger CCCH-type containing 18	protein_coding
ENSG00000051523	1535	CYBA	16	cytochrome b-245 alpha chain	protein_coding
ENSG00000167508	4597	MVD	16	mevalonate diphosphate decarboxylase	protein_coding
ENSG00000260630	NA	SNAI3-AS1	16	SNAI3 antisense RNA 1	lncRNA
ENSG00000158717	115992	RNF166	16	ring finger protein 166	protein_coding
ENSG00000174177	348180	CTU2	16	cytosolic thiouridylase subunit 2	protein_coding
ENSG00000103335	9780	PIEZO1	16	piezo type mechanosensitive ion channel component 1	protein_coding
ENSG00000167513	81620	CDT1	16	chromatin licensing and DNA replication factor 1	protein_coding
ENSG00000198931	353	APRT	16	adenine phosphoribosyltransferase	protein_coding
ENSG00000141012	2588	GALNS	16	galactosamine (N-acetyl)-6-sulfatase	protein_coding
ENSG00000167515	51693	TRAPPC2L	16	trafficking protein particle complex 2 like	protein_coding
ENSG00000176715	197322	ACSF3	16	acyl-CoA synthetase family member 3	protein_coding
ENSG00000129910	1013	CDH15	16	cadherin 15	protein_coding
ENSG00000170100	197320	ZNF778	16	zinc finger protein 778	protein_coding
ENSG00000167522	29123	ANKRD11	16	ankyrin repeat domain 11	protein_coding
ENSG00000197912	6687	SPG7	16	SPG7 matrix AAA peptidase subunit, paraplegin	protein_coding
ENSG00000167526	6137	RPL13	16	ribosomal protein L13	protein_coding
ENSG00000178773	27132	CPNE7	16	copine 7	protein_coding
ENSG00000131165	5119	CHMP1A	16	charged multivesicular body protein 1A	protein_coding
ENSG00000167523	124045	SPATA33	16	spermatogenesis associated 33	protein_coding
ENSG00000185324	8558	CDK10	16	cyclin dependent kinase 10	protein_coding
ENSG00000260259	NA	LINC02166	16	long intergenic non-protein coding RNA 2166	lncRNA
ENSG00000158792	124044	SPATA2L	16	spermatogenesis associated 2 like	protein_coding
ENSG00000075399	9605	VPS9D1	16	VPS9 domain containing 1	protein_coding
ENSG00000261373	100128881	VPS9D1-AS1	16	VPS9D1 antisense RNA 1	lncRNA
ENSG00000158805	92822	ZNF276	16	zinc finger protein 276	protein_coding
ENSG00000187741	2175	FANCA	16	FA complementation group A	protein_coding
ENSG00000204991	84501	SPIRE2	16	spire type actin nucleation factor 2	protein_coding
ENSG00000141002	22980	TCF25	16	transcription factor 25	protein_coding
ENSG00000258839	4157	MC1R	16	melanocortin 1 receptor	protein_coding
ENSG00000140995	54849	DEF8	16	differentially expressed in FDCP 8 homolog	protein_coding
ENSG00000177946	92806	CENPBD1	16	CENPB DNA-binding domain containing 1	protein_coding
ENSG00000003249	79007	DBNDD1	16	dysbindin domain containing 1	protein_coding
ENSG00000141013	2622	GAS8	16	growth arrest specific 8	protein_coding
ENSG00000181031	9501	RPH3AL	17	rabphilin 3A like (without C2 domains)	protein_coding
ENSG00000187624	400566	C17orf97	17	chromosome 17 open reading frame 97	protein_coding
ENSG00000183688	359845	RFLNB	17	refilin B	protein_coding
ENSG00000141252	55275	VPS53	17	VPS53 subunit of GARP complex	protein_coding
ENSG00000167695	79850	TLCD3A	17	TLC domain containing 3A	protein_coding
ENSG00000179409	50628	GEMIN4	17	gem nuclear organelle associated protein 4	protein_coding
ENSG00000167699	51031	GLOD4	17	glyoxalase domain containing 4	protein_coding
ENSG00000171861	55178	MRM3	17	mitochondrial rRNA methyltransferase 3	protein_coding
ENSG00000167693	64359	NXN	17	nucleoredoxin	protein_coding
ENSG00000177370	29928	TIMM22	17	translocase of inner mitochondrial membrane 22	protein_coding
ENSG00000159842	29	ABR	17	ABR activator of RhoGEF and GTPase	protein_coding
ENSG00000108953	7531	YWHAE	17	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	protein_coding
ENSG00000167193	1398	CRK	17	CRK proto-oncogene, adaptor protein	protein_coding
ENSG00000197879	4641	MYO1C	17	myosin IC	protein_coding
ENSG00000132376	51763	INPP5K	17	inositol polyphosphate-5-phosphatase K	protein_coding
ENSG00000236618	NA	PITPNA-AS1	17	PITPNA antisense RNA 1	lncRNA
ENSG00000174238	5306	PITPNA	17	phosphatidylinositol transfer protein alpha	protein_coding
ENSG00000167703	124935	SLC43A2	17	solute carrier family 43 member 2	protein_coding
ENSG00000074660	8578	SCARF1	17	scavenger receptor class F member 1	protein_coding
ENSG00000167705	83547	RILP	17	Rab interacting lysosomal protein	protein_coding
ENSG00000174231	10594	PRPF8	17	pre-mRNA processing factor 8	protein_coding
ENSG00000185561	727910	TLCD2	17	TLC domain containing 2	protein_coding
ENSG00000186594	84981	MIR22HG	17	MIR22 host gene	lncRNA
ENSG00000167716	124997	WDR81	17	WD repeat domain 81	protein_coding
ENSG00000186532	114826	SMYD4	17	SET and MYND domain containing 4	protein_coding
ENSG00000132383	6117	RPA1	17	replication protein A1	protein_coding
ENSG00000177374	3090	HIC1	17	HIC ZBTB transcriptional repressor 1	protein_coding
ENSG00000070366	23293	SMG6	17	SMG6 nonsense mediated mRNA decay factor	protein_coding
ENSG00000167720	63826	SRR	17	serine racemase	protein_coding
ENSG00000167721	55720	TSR1	17	TSR1 ribosome maturation factor	protein_coding
ENSG00000141258	9905	SGSM2	17	small G protein signaling modulator 2	protein_coding
ENSG00000070444	4335	MNT	17	MAX network transcriptional repressor	protein_coding
ENSG00000127804	79066	METTL16	17	methyltransferase like 16	protein_coding
ENSG00000007168	5048	PAFAH1B1	17	platelet activating factor acetylhydrolase 1b regulatory subunit 1	protein_coding
ENSG00000132361	23277	CLUH	17	clustered mitochondria homolog	protein_coding
ENSG00000197417	23729	SHPK	17	sedoheptulokinase	protein_coding
ENSG00000040531	1497	CTNS	17	cystinosin, lysosomal cystine transporter	protein_coding
ENSG00000213977	30851	TAX1BP3	17	Tax1 binding protein 3	protein_coding
ENSG00000127774	83460	EMC6	17	ER membrane protein complex subunit 6	protein_coding
ENSG00000083457	3682	ITGAE	17	integrin subunit alpha E	protein_coding
ENSG00000177602	83903	HASPIN	17	histone H3 associated protein kinase	protein_coding
ENSG00000074356	55421	NCBP3	17	nuclear cap binding subunit 3	protein_coding
ENSG00000004660	84254	CAMKK1	17	calcium/calmodulin dependent protein kinase kinase 1	protein_coding
ENSG00000074370	489	ATP2A3	17	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	protein_coding
ENSG00000074755	23140	ZZEF1	17	zinc finger ZZ-type and EF-hand domain containing 1	protein_coding
ENSG00000167740	124936	CYB5D2	17	cytochrome b5 domain containing 2	protein_coding
ENSG00000185722	51479	ANKFY1	17	ankyrin repeat and FYVE domain containing 1	protein_coding
ENSG00000132388	7326	UBE2G1	17	ubiquitin conjugating enzyme E2 G1	protein_coding
ENSG00000132382	10514	MYBBP1A	17	MYB binding protein 1a	protein_coding
ENSG00000141456	27043	PELP1	17	proline, glutamate and leucine rich protein 1	protein_coding
ENSG00000141480	409	ARRB2	17	arrestin beta 2	protein_coding
ENSG00000161920	400569	MED11	17	mediator complex subunit 11	protein_coding
ENSG00000161921	58191	CXCL16	17	C-X-C motif chemokine ligand 16	protein_coding
ENSG00000142507	5694	PSMB6	17	proteasome subunit beta 6	protein_coding
ENSG00000129219	5338	PLD2	17	phospholipase D2	protein_coding
ENSG00000141503	50488	MINK1	17	misshapen like kinase 1	protein_coding
ENSG00000108528	8402	SLC25A11	17	solute carrier family 25 member 11	protein_coding
ENSG00000108523	26001	RNF167	17	ring finger protein 167	protein_coding
ENSG00000108518	5216	PFN1	17	profilin 1	protein_coding
ENSG00000108515	2027	ENO3	17	enolase 3	protein_coding
ENSG00000091640	9552	SPAG7	17	sperm associated antigen 7	protein_coding
ENSG00000108509	23125	CAMTA2	17	calmodulin binding transcription activator 2	protein_coding
ENSG00000196388	388324	INCA1	17	inhibitor of CDK, cyclin A1 interacting protein 1	protein_coding
ENSG00000129250	10749	KIF1C	17	kinesin family member 1C	protein_coding
ENSG00000132517	55065	SLC52A1	17	solute carrier family 52 member 1	protein_coding
ENSG00000167840	7775	ZNF232	17	zinc finger protein 232	protein_coding
ENSG00000180626	84622	ZNF594	17	zinc finger protein 594	protein_coding
ENSG00000029725	9135	RABEP1	17	rabaptin, RAB GTPase binding effector protein 1	protein_coding
ENSG00000108559	4927	NUP88	17	nucleoporin 88	protein_coding
ENSG00000129197	84268	RPAIN	17	RPA interacting protein	protein_coding
ENSG00000108561	708	C1QBP	17	complement C1q binding protein	protein_coding
ENSG00000005100	56919	DHX33	17	DEAH-box helicase 33	protein_coding
ENSG00000072849	51009	DERL2	17	derlin 2	protein_coding
ENSG00000167842	79003	MIS12	17	MIS12 kinetochore complex component	protein_coding
ENSG00000091592	22861	NLRP1	17	NLR family pyrin domain containing 1	protein_coding
ENSG00000179314	23302	WSCD1	17	WSC domain containing 1	protein_coding
ENSG00000129195	54478	PIMREG	17	PICALM interacting mitotic regulator	protein_coding
ENSG00000198920	9851	KIAA0753	17	KIAA0753	protein_coding
ENSG00000129235	84817	TXNDC17	17	thioredoxin domain containing 17	protein_coding
ENSG00000108590	51003	MED31	17	mediator complex subunit 31	protein_coding
ENSG00000132530	54739	XAF1	17	XIAP associated factor 1	protein_coding
ENSG00000215067	NA	ALOX12-AS1	17	ALOX12 antisense RNA 1	lncRNA
ENSG00000219200	440400	RNASEK	17	ribonuclease K	protein_coding
ENSG00000161939	NA	RNASEK-C17orf49	17	RNASEK-C17orf49 readthrough	protein_coding
ENSG00000258315	124944	C17orf49	17	chromosome 17 open reading frame 49	protein_coding
ENSG00000161940	255877	BCL6B	17	BCL6B transcription repressor	protein_coding
ENSG00000174327	201232	SLC16A13	17	solute carrier family 16 member 13	protein_coding
ENSG00000141505	432	ASGR1	17	asialoglycoprotein receptor 1	protein_coding
ENSG00000132535	1742	DLG4	17	discs large MAGUK scaffold protein 4	protein_coding
ENSG00000072778	37	ACADVL	17	acyl-CoA dehydrogenase very long chain	protein_coding
ENSG00000004975	1856	DVL2	17	dishevelled segment polarity protein 2	protein_coding
ENSG00000040633	79142	PHF23	17	PHD finger protein 23	protein_coding
ENSG00000170296	11337	GABARAP	17	GABA type A receptor-associated protein	protein_coding
ENSG00000175826	23399	CTDNEP1	17	CTD nuclear envelope phosphatase 1	protein_coding
ENSG00000170291	23587	ELP5	17	elongator acetyltransferase complex subunit 5	protein_coding
ENSG00000181885	1366	CLDN7	17	claudin 7	protein_coding
ENSG00000132507	1984	EIF5A	17	eukaryotic translation initiation factor 5A	protein_coding
ENSG00000132522	2874	GPS2	17	G protein pathway suppressor 2	protein_coding
ENSG00000215041	84461	NEURL4	17	neuralized E3 ubiquitin protein ligase 4	protein_coding
ENSG00000072818	9744	ACAP1	17	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	protein_coding
ENSG00000205544	254863	TMEM256	17	transmembrane protein 256	protein_coding
ENSG00000169992	57555	NLGN2	17	neuroligin 2	protein_coding
ENSG00000181284	284114	TMEM102	17	transmembrane protein 102	protein_coding
ENSG00000161958	2256	FGF11	17	fibroblast growth factor 11	protein_coding
ENSG00000170175	1140	CHRNB1	17	cholinergic receptor nicotinic beta 1 subunit	protein_coding
ENSG00000174282	57659	ZBTB4	17	zinc finger and BTB domain containing 4	protein_coding
ENSG00000181222	5430	POLR2A	17	RNA polymerase II subunit A	protein_coding
ENSG00000239697	8742	TNFSF12	17	TNF superfamily member 12	protein_coding
ENSG00000161956	26168	SENP3	17	SUMO specific peptidase 3	protein_coding
ENSG00000161960	1973	EIF4A1	17	eukaryotic translation initiation factor 4A1	protein_coding
ENSG00000129226	968	CD68	17	CD68 molecule	protein_coding
ENSG00000129255	9526	MPDU1	17	mannose-P-dolichol utilization defect 1	protein_coding
ENSG00000129245	9513	FXR2	17	FMR1 autosomal homolog 2	protein_coding
ENSG00000141504	112483	SAT2	17	spermidine/spermine N1-acetyltransferase family member 2	protein_coding
ENSG00000141510	7157	TP53	17	tumor protein p53	protein_coding
ENSG00000141499	55135	WRAP53	17	WD repeat containing antisense to TP53	protein_coding
ENSG00000108947	1949	EFNB3	17	ephrin B3	protein_coding
ENSG00000132510	23135	KDM6B	17	lysine demethylase 6B	protein_coding
ENSG00000167874	92162	TMEM88	17	transmembrane protein 88	protein_coding
ENSG00000183011	84316	NAA38	17	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	protein_coding
ENSG00000182224	124637	CYB5D1	17	cytochrome b5 domain containing 1	protein_coding
ENSG00000170004	1107	CHD3	17	chromodomain helicase DNA binding protein 3	protein_coding
ENSG00000179859	284023	RNF227	17	ring finger protein 227	protein_coding
ENSG00000170043	58485	TRAPPC1	17	trafficking protein particle complex 1	protein_coding
ENSG00000170037	116840	CNTROB	17	centrobin, centriole duplication and spindle assembly protein	protein_coding
ENSG00000179111	84667	HES7	17	hes family bHLH transcription factor 7	protein_coding
